ticker,date,B&H,Opt Stp,Stress,StressVol,,date, B&H , Opt Stp , Stress , StressVol , B&H , Opt Stp , Stress , StressVol 
FRT,8/6/20,-5.560939789,-6.433712006,-5.560939789,-5.560939789,,8/6/20," $1,273 "," $1,924 "," $1,755 "," $2,077 ",-0.435%,-0.333%,-0.316%,-0.267%
ILMN,8/6/20,-82.13034058,-42.4805603,-82.13034058,-82.13034058,,8/6/20," $1,191 "," $1,881 "," $1,672 "," $1,995 ",-6.453%,-2.208%,-4.681%,-3.954%
NCLH,8/6/20,5.880001068,3.450000763,3.450000763,2.5,,8/6/20," $1,196 "," $1,885 "," $1,676 "," $1,997 ",0.494%,0.183%,0.206%,0.125%
PARA,8/6/20,2.379838943,4.180278778,2.379838943,2.379838943,,8/6/20," $1,199 "," $1,889 "," $1,678 "," $2,000 ",0.199%,0.222%,0.142%,0.119%
PNW,8/6/20,1.349861145,-3.700584412,-3.700584412,-1.938796997,,8/6/20," $1,200 "," $1,885 "," $1,675 "," $1,998 ",0.113%,-0.196%,-0.221%,-0.097%
PSA,8/6/20,30.83486938,8.799026489,20.5983429,12.76573181,,8/6/20," $1,231 "," $1,894 "," $1,695 "," $2,011 ",2.569%,0.467%,1.230%,0.639%
XRAY,8/6/20,3.282943726,3.91941452,3.282943726,4.928596497,,8/6/20," $1,234 "," $1,898 "," $1,698 "," $2,016 ",0.267%,0.207%,0.194%,0.245%
VTR,8/7/20,-1.255615234,-1.255615234,-1.255615234,-1.255615234,,8/7/20," $1,233 "," $1,897 "," $1,697 "," $2,014 ",-0.102%,-0.066%,-0.074%,-0.062%
EL,8/20/20,24.89048767,13.64901733,24.89048767,25.2348175,,8/20/20," $1,258 "," $1,910 "," $1,722 "," $2,039 ",2.019%,0.720%,1.467%,1.253%
CPB,9/3/20,1.836193085,-2.915496826,-2.915496826,-2.915496826,,9/3/20," $1,260 "," $1,907 "," $1,719 "," $2,037 ",0.146%,-0.153%,-0.169%,-0.143%
MKC,9/29/20,-3.069923401,-3.069923401,-3.069923401,-3.069923401,,9/29/20," $1,257 "," $1,904 "," $1,716 "," $2,033 ",-0.244%,-0.161%,-0.179%,-0.151%
LW,10/7/20,3.568687439,-4.206375122,-5.690952301,-4.206375122,,10/7/20," $1,260 "," $1,900 "," $1,710 "," $2,029 ",0.284%,-0.221%,-0.332%,-0.207%
TFC,10/15/20,7.946269989,2.231838226,5.398513794,2.375011444,,10/15/20," $1,268 "," $1,902 "," $1,716 "," $2,032 ",0.631%,0.117%,0.316%,0.117%
WBA,10/15/20,6.752195358,-2.524465561,-2.524465561,-2.524465561,,10/15/20," $1,275 "," $1,900 "," $1,713 "," $2,029 ",0.532%,-0.133%,-0.147%,-0.124%
VFC,10/16/20,3.269752502,-6.449390411,-6.449390411,-6.449390411,,10/16/20," $1,278 "," $1,893 "," $1,707 "," $2,023 ",0.256%,-0.339%,-0.376%,-0.318%
CMA,10/20/20,18.04133224,2.665283203,8.984855652,4.693584442,,10/20/20," $1,296 "," $1,896 "," $1,716 "," $2,027 ",1.411%,0.141%,0.526%,0.232%
PM,10/20/20,9.429222107,4.342018127,9.241149902,6.078849792,,10/20/20," $1,306 "," $1,900 "," $1,725 "," $2,033 ",0.727%,0.229%,0.539%,0.300%
BIIB,10/21/20,-5.660003662,-12.1499939,-13.61000061,-12.1499939,,10/21/20," $1,300 "," $1,888 "," $1,711 "," $2,021 ",-0.433%,-0.639%,-0.789%,-0.598%
AAL,10/22/20,4.950000763,-1.349999428,-1.920000076,-1.349999428,,10/22/20," $1,305 "," $1,887 "," $1,709 "," $2,020 ",0.381%,-0.071%,-0.112%,-0.067%
LUV,10/22/20,2.567386627,-3.644355774,-3.644355774,-1.923141479,,10/22/20," $1,308 "," $1,883 "," $1,706 "," $2,018 ",0.197%,-0.193%,-0.213%,-0.095%
HAS,10/26/20,9.669342041,4.349777222,4.349777222,3.313743591,,10/26/20," $1,317 "," $1,888 "," $1,710 "," $2,021 ",0.739%,0.231%,0.255%,0.164%
FTV,10/27/20,2.455005646,4.233730316,8.37884903,4.233730316,,10/27/20," $1,320 "," $1,892 "," $1,719 "," $2,026 ",0.186%,0.224%,0.490%,0.209%
MMM,10/27/20,11.67420197,5.758239746,6.219734192,5.758239746,,10/27/20," $1,331 "," $1,898 "," $1,725 "," $2,031 ",0.885%,0.304%,0.362%,0.284%
SWK,10/27/20,12.9389801,11.28031921,17.74809265,10.36280823,,10/27/20," $1,344 "," $1,909 "," $1,743 "," $2,042 ",0.972%,0.594%,1.029%,0.510%
BA,10/28/20,45.88999939,8.949996948,9.600006104,5.509994507,,10/28/20," $1,390 "," $1,918 "," $1,752 "," $2,047 ",3.414%,0.469%,0.551%,0.270%
CHRW,10/28/20,3.130752563,8.465530396,3.130752563,3.130752563,,10/28/20," $1,393 "," $1,926 "," $1,755 "," $2,050 ",0.225%,0.441%,0.179%,0.153%
BAX,10/29/20,-0.601806641,3.20514679,2.669418335,-2.226043701,,10/29/20," $1,393 "," $1,930 "," $1,758 "," $2,048 ",-0.043%,0.166%,0.152%,-0.109%
CMS,10/29/20,-5.210063934,2.730579376,-4.93687439,2.730579376,,10/29/20," $1,388 "," $1,932 "," $1,753 "," $2,051 ",-0.374%,0.142%,-0.281%,0.133%
FIS,10/29/20,7.521095276,7.165504456,15.35331726,7.165504456,,10/29/20," $1,395 "," $1,939 "," $1,768 "," $2,058 ",0.542%,0.371%,0.876%,0.349%
ILMN,10/29/20,132.6069946,34.78598022,132.6069946,119.9610901,,10/29/20," $1,528 "," $1,974 "," $1,901 "," $2,178 ",9.506%,1.794%,7.499%,5.829%
IP,10/29/20,2.739562988,3.983478546,2.739562988,5.335506439,,10/29/20," $1,530 "," $1,978 "," $1,904 "," $2,183 ",0.179%,0.202%,0.144%,0.245%
K,10/29/20,-4.553359985,2.062431335,2.864498138,2.062431335,,10/29/20," $1,526 "," $1,980 "," $1,907 "," $2,185 ",-0.298%,0.104%,0.150%,0.094%
PCG,10/29/20,1.13801384,0.678815842,1.6571064,0.968310356,,10/29/20," $1,527 "," $1,981 "," $1,908 "," $2,186 ",0.075%,0.034%,0.087%,0.044%
TAP,10/29/20,10.19465828,1.723558426,1.723558426,1.723558426,,10/29/20," $1,537 "," $1,983 "," $1,910 "," $2,188 ",0.668%,0.087%,0.090%,0.079%
TXT,10/29/20,11.78776169,3.634181976,5.346710205,3.634181976,,10/29/20," $1,549 "," $1,986 "," $1,915 "," $2,192 ",0.767%,0.183%,0.280%,0.166%
XEL,10/29/20,-5.945522308,3.516353607,2.661762238,1.994075775,,10/29/20," $1,543 "," $1,990 "," $1,918 "," $2,194 ",-0.384%,0.177%,0.139%,0.091%
XYL,10/29/20,10.13378143,8.156265259,11.32413483,6.639541626,,10/29/20," $1,553 "," $1,998 "," $1,929 "," $2,200 ",0.657%,0.410%,0.590%,0.303%
CHTR,10/30/20,3.739990234,43.53997803,76.94000244,43.53997803,,10/30/20," $1,557 "," $2,042 "," $2,006 "," $2,244 ",0.241%,2.179%,3.988%,1.979%
DVN,10/30/20,10.38325024,0.897789001,2.268516541,1.923830032,,10/30/20," $1,567 "," $2,042 "," $2,008 "," $2,246 ",0.667%,0.044%,0.113%,0.086%
LYB,10/30/20,14.57823563,4.581054688,13.29776382,8.700801849,,10/30/20," $1,582 "," $2,047 "," $2,022 "," $2,255 ",0.930%,0.224%,0.662%,0.387%
PNW,10/30/20,-6.565109253,5.423706055,5.423706055,5.423706055,,10/30/20," $1,575 "," $2,052 "," $2,027 "," $2,260 ",-0.415%,0.265%,0.268%,0.241%
EL,11/2/20,47.39648438,14.14805603,21.38943481,12.44529724,,11/2/20," $1,623 "," $2,067 "," $2,049 "," $2,272 ",3.009%,0.689%,1.055%,0.551%
MOS,11/3/20,9.906801224,3.153629303,6.151475906,5.638879776,,11/3/20," $1,633 "," $2,070 "," $2,055 "," $2,278 ",0.611%,0.153%,0.300%,0.248%
BDX,11/5/20,19.52935791,16.9316864,19.52935791,18.3697052,,11/5/20," $1,652 "," $2,087 "," $2,074 "," $2,296 ",1.196%,0.818%,0.950%,0.806%
D,11/5/20,-9.138584137,2.237358093,-3.834228516,2.237358093,,11/5/20," $1,643 "," $2,089 "," $2,070 "," $2,299 ",-0.553%,0.107%,-0.185%,0.097%
EVRG,11/5/20,-0.837501526,-0.837501526,-0.837501526,-0.837501526,,11/5/20," $1,642 "," $2,088 "," $2,070 "," $2,298 ",-0.051%,-0.040%,-0.040%,-0.036%
MNST,11/5/20,0.834999084,2.259998322,4.400001526,3.060001373,,11/5/20," $1,643 "," $2,090 "," $2,074 "," $2,301 ",0.051%,0.108%,0.213%,0.133%
PPL,11/5/20,0.095909119,1.432765961,1.910348892,1.432765961,,11/5/20," $1,643 "," $2,092 "," $2,076 "," $2,302 ",0.006%,0.069%,0.092%,0.062%
PSA,11/5/20,12.66383362,12.66383362,12.66383362,12.66383362,,11/5/20," $1,656 "," $2,104 "," $2,089 "," $2,315 ",0.771%,0.605%,0.610%,0.550%
CVS,11/6/20,5.426616669,4.73456955,4.73456955,2.313495636,,11/6/20," $1,661 "," $2,109 "," $2,093 "," $2,317 ",0.328%,0.225%,0.227%,0.100%
DOC,11/6/20,4.125427246,0.859584808,0.859584808,0.859584808,,11/6/20," $1,665 "," $2,110 "," $2,094 "," $2,318 ",0.248%,0.041%,0.041%,0.037%
FRT,11/6/20,29.67341995,19.40647507,19.40647507,19.40647507,,11/6/20," $1,695 "," $2,129 "," $2,114 "," $2,338 ",1.782%,0.920%,0.927%,0.837%
PARA,11/6/20,33.24495697,2.352329254,3.076124191,2.352329254,,11/6/20," $1,728 "," $2,132 "," $2,117 "," $2,340 ",1.961%,0.110%,0.146%,0.101%
VTR,11/6/20,10.8376236,6.281467438,6.281467438,6.281467438,,11/6/20," $1,739 "," $2,138 "," $2,123 "," $2,346 ",0.627%,0.295%,0.297%,0.268%
NCLH,11/10/20,8.63999939,1.939998627,2.429998398,1.939998627,,11/10/20," $1,748 "," $2,140 "," $2,125 "," $2,348 ",0.497%,0.091%,0.114%,0.083%
CPB,12/1/20,-1.772052765,-2.635002136,-3.42616272,-2.635002136,,12/1/20," $1,746 "," $2,137 "," $2,122 "," $2,345 ",-0.101%,-0.123%,-0.161%,-0.112%
LW,1/7/21,2.410316467,7.275939941,7.275939941,3.588417053,,1/7/21," $1,748 "," $2,145 "," $2,129 "," $2,349 ",0.138%,0.340%,0.343%,0.153%
WBA,1/7/21,8.512119293,3.082111359,5.318309784,3.082111359,,1/7/21," $1,757 "," $2,148 "," $2,135 "," $2,352 ",0.487%,0.144%,0.250%,0.131%
CMA,1/19/21,3.443477631,6.937114716,3.443477631,6.937114716,,1/19/21," $1,760 "," $2,155 "," $2,138 "," $2,359 ",0.196%,0.323%,0.161%,0.295%
TFC,1/21/21,5.638671875,4.292842865,4.292842865,2.887004852,,1/21/21," $1,766 "," $2,159 "," $2,142 "," $2,362 ",0.320%,0.199%,0.201%,0.122%
MMM,1/26/21,14.39652252,7.662895203,10.8078537,7.662895203,,1/26/21," $1,780 "," $2,167 "," $2,153 "," $2,370 ",0.815%,0.355%,0.505%,0.324%
BA,1/27/21,41.43000793,35.30999756,51.30999756,35.30999756,,1/27/21," $1,822 "," $2,202 "," $2,204 "," $2,405 ",2.327%,1.630%,2.383%,1.490%
CHRW,1/27/21,5.11806488,-5.44442749,8.948348999,-5.44442749,,1/27/21," $1,827 "," $2,197 "," $2,213 "," $2,399 ",0.281%,-0.247%,0.406%,-0.226%
TXT,1/27/21,17.20617676,6.285240173,9.154815674,5.388763428,,1/27/21," $1,844 "," $2,203 "," $2,222 "," $2,405 ",0.942%,0.286%,0.414%,0.225%
VFC,1/27/21,-1.259300232,7.31086731,9.98903656,5.905937195,,1/27/21," $1,843 "," $2,210 "," $2,232 "," $2,411 ",-0.068%,0.332%,0.449%,0.246%
AAL,1/28/21,1.969999313,2.340000153,3.719999313,-1.510000229,,1/28/21," $1,845 "," $2,212 "," $2,236 "," $2,409 ",0.107%,0.106%,0.167%,-0.063%
LUV,1/28/21,15.83705139,4.35591507,4.35591507,4.35591507,,1/28/21," $1,861 "," $2,217 "," $2,241 "," $2,414 ",0.858%,0.197%,0.195%,0.181%
MKC,1/28/21,-1.047935486,-3.826919556,-4.743888855,-3.826919556,,1/28/21," $1,860 "," $2,213 "," $2,236 "," $2,410 ",-0.056%,-0.173%,-0.212%,-0.159%
SWK,1/28/21,24.66152954,-7.548400879,-8.622848511,-5.896072388,,1/28/21," $1,884 "," $2,205 "," $2,227 "," $2,404 ",1.326%,-0.341%,-0.386%,-0.245%
XEL,1/28/21,6.672710419,-2.876495361,-4.525341034,-2.804813385,,1/28/21," $1,891 "," $2,203 "," $2,223 "," $2,401 ",0.354%,-0.130%,-0.203%,-0.117%
CHTR,1/29/21,65.89001465,32.09002686,37.89001465,21.51000977,,1/29/21," $1,957 "," $2,235 "," $2,261 "," $2,423 ",3.485%,1.457%,1.705%,0.896%
LYB,1/29/21,15.30386353,7.854660034,17.35910034,7.854660034,,1/29/21," $1,972 "," $2,242 "," $2,278 "," $2,430 ",0.782%,0.351%,0.768%,0.324%
BEN,2/2/21,5.768867493,2.575101852,3.699562073,2.111581802,,2/2/21," $1,978 "," $2,245 "," $2,282 "," $2,433 ",0.293%,0.115%,0.162%,0.087%
BIIB,2/3/21,-4.25,-4.25,-4.25,21.38000488,,2/3/21," $1,974 "," $2,241 "," $2,277 "," $2,454 ",-0.215%,-0.189%,-0.186%,0.879%
BAX,2/4/21,7.818283081,1.850593567,2.557044983,1.528968811,,2/4/21," $1,981 "," $2,243 "," $2,280 "," $2,455 ",0.396%,0.083%,0.112%,0.062%
BDX,2/4/21,-12.30644226,-12.74702454,-12.74702454,-6.456970215,,2/4/21," $1,969 "," $2,230 "," $2,267 "," $2,449 ",-0.621%,-0.568%,-0.559%,-0.263%
CMS,2/4/21,6.414386749,-2.696037292,4.577823639,-2.487945557,,2/4/21," $1,976 "," $2,227 "," $2,272 "," $2,447 ",0.326%,-0.121%,0.202%,-0.102%
FTV,2/4/21,8.729408264,2.779205322,5.361289978,2.779205322,,2/4/21," $1,984 "," $2,230 "," $2,277 "," $2,449 ",0.442%,0.125%,0.236%,0.114%
IP,2/4/21,9.673984528,3.193370819,5.685916901,3.193370819,,2/4/21," $1,994 "," $2,233 "," $2,283 "," $2,453 ",0.488%,0.143%,0.250%,0.130%
PM,2/4/21,9.667625427,3.798118591,4.629241943,3.266220093,,2/4/21," $2,004 "," $2,237 "," $2,287 "," $2,456 ",0.485%,0.170%,0.203%,0.133%
XYL,2/4/21,18.34369659,6.897460938,7.975669861,3.859024048,,2/4/21," $2,022 "," $2,244 "," $2,295 "," $2,460 ",0.916%,0.308%,0.349%,0.157%
EL,2/5/21,15.95321655,16.24926758,28.62072754,16.24926758,,2/5/21," $2,038 "," $2,260 "," $2,324 "," $2,476 ",0.789%,0.724%,1.247%,0.661%
HAS,2/8/21,4.560256958,4.560256958,4.560256958,-3.262367249,,2/8/21," $2,042 "," $2,265 "," $2,329 "," $2,473 ",0.224%,0.202%,0.196%,-0.132%
FIS,2/9/21,17.8529129,7.634910583,15.14989471,7.634910583,,2/9/21," $2,060 "," $2,272 "," $2,344 "," $2,480 ",0.874%,0.337%,0.651%,0.309%
ILMN,2/11/21,-36.64398193,52.08172607,-36.64398193,-36.64398193,,2/11/21," $2,024 "," $2,324 "," $2,307 "," $2,444 ",-1.779%,2.292%,-1.563%,-1.477%
K,2/11/21,9.252445221,2.337924957,2.746616364,2.089385986,,2/11/21," $2,033 "," $2,327 "," $2,310 "," $2,446 ",0.457%,0.101%,0.119%,0.086%
TAP,2/11/21,10.08465195,6.2983284,8.718639374,6.2983284,,2/11/21," $2,043 "," $2,333 "," $2,319 "," $2,452 ",0.496%,0.271%,0.377%,0.258%
D,2/12/21,7.114208221,3.961315155,7.114208221,4.760402679,,2/12/21," $2,050 "," $2,337 "," $2,326 "," $2,457 ",0.348%,0.170%,0.307%,0.194%
FRT,2/12/21,7.481636047,6.965538025,7.481636047,6.965538025,,2/12/21," $2,058 "," $2,344 "," $2,333 "," $2,464 ",0.365%,0.298%,0.322%,0.284%
CVS,2/16/21,10.04004288,5.569629669,10.04004288,5.569629669,,2/16/21," $2,068 "," $2,350 "," $2,343 "," $2,469 ",0.488%,0.238%,0.430%,0.226%
DVN,2/17/21,3.076402664,3.132125854,3.076402664,3.132125854,,2/17/21," $2,071 "," $2,353 "," $2,346 "," $2,472 ",0.149%,0.133%,0.131%,0.127%
MOS,2/18/21,6.354858398,4.217668533,5.523206711,4.217668533,,2/18/21," $2,077 "," $2,357 "," $2,352 "," $2,477 ",0.307%,0.179%,0.235%,0.171%
PPL,2/18/21,1.296981812,-0.674850464,-1.367008209,-0.674850464,,2/18/21," $2,078 "," $2,356 "," $2,350 "," $2,476 ",0.062%,-0.029%,-0.058%,-0.027%
VTR,2/18/21,3.186767578,3.798633575,3.798633575,2.268630981,,2/18/21," $2,082 "," $2,360 "," $2,354 "," $2,478 ",0.153%,0.161%,0.162%,0.092%
PARA,2/24/21,-24.9067955,16.45053864,16.45053864,7.870018005,,2/24/21," $2,057 "," $2,376 "," $2,371 "," $2,486 ",-1.197%,0.697%,0.699%,0.318%
PNW,2/24/21,10.57675934,4.46736145,4.46736145,-2.694187164,,2/24/21," $2,067 "," $2,381 "," $2,375 "," $2,483 ",0.514%,0.188%,0.188%,-0.108%
EVRG,2/25/21,-0.052158356,-0.052158356,-0.052158356,-0.052158356,,2/25/21," $2,067 "," $2,381 "," $2,375 "," $2,483 ",-0.003%,-0.002%,-0.002%,-0.002%
MNST,2/25/21,4.834999084,3.150001526,4.045001984,2.025001526,,2/25/21," $2,072 "," $2,384 "," $2,379 "," $2,485 ",0.234%,0.132%,0.170%,0.082%
NCLH,2/25/21,-0.950000763,4.370000839,4.370000839,4.370000839,,2/25/21," $2,071 "," $2,388 "," $2,383 "," $2,490 ",-0.046%,0.183%,0.184%,0.176%
PCG,2/25/21,-0.08984375,0.968309402,-0.08984375,0.968309402,,2/25/21," $2,071 "," $2,389 "," $2,383 "," $2,491 ",-0.004%,0.041%,-0.004%,0.039%
PSA,2/25/21,32.89881897,-8.06237793,-8.06237793,-8.06237793,,2/25/21," $2,104 "," $2,381 "," $2,375 "," $2,483 ",1.589%,-0.337%,-0.338%,-0.324%
EVRG,2/26/21,9.30116272,1.034645081,1.034645081,1.034645081,,2/26/21," $2,113 "," $2,382 "," $2,376 "," $2,484 ",0.442%,0.043%,0.044%,0.042%
XRAY,3/1/21,7.42622757,3.993392944,8.018115997,3.993392944,,3/1/21," $2,121 "," $2,386 "," $2,384 "," $2,488 ",0.351%,0.168%,0.337%,0.161%
CPB,3/10/21,-1.446933746,1.466331482,1.466331482,1.466331482,,3/10/21," $2,119 "," $2,388 "," $2,386 "," $2,489 ",-0.068%,0.061%,0.061%,0.059%
MKC,3/30/21,-1.492477417,-1.492477417,-1.492477417,-1.492477417,,3/30/21," $2,118 "," $2,386 "," $2,384 "," $2,488 ",-0.070%,-0.063%,-0.063%,-0.060%
WBA,3/31/21,-4.879039764,-4.879039764,-4.879039764,-4.879039764,,3/31/21," $2,113 "," $2,381 "," $2,379 "," $2,483 ",-0.230%,-0.204%,-0.205%,-0.196%
DOC,4/5/21,4.271730423,0.913537979,1.511175156,0.648866653,,4/5/21," $2,117 "," $2,382 "," $2,381 "," $2,483 ",0.202%,0.038%,0.064%,0.026%
LW,4/7/21,-11.49629211,2.758453369,3.46723175,2.509429932,,4/7/21," $2,106 "," $2,385 "," $2,384 "," $2,486 ",-0.543%,0.116%,0.146%,0.101%
TFC,4/15/21,-0.801582336,4.519050598,4.622688293,3.283153534,,4/15/21," $2,105 "," $2,390 "," $2,389 "," $2,489 ",-0.038%,0.189%,0.194%,0.132%
CMA,4/20/21,1.479892731,6.961818695,6.961818695,3.806705475,,4/20/21," $2,106 "," $2,397 "," $2,396 "," $2,493 ",0.070%,0.291%,0.291%,0.153%
PM,4/20/21,1.753936768,3.419586182,2.872108459,1.558174133,,4/20/21," $2,108 "," $2,400 "," $2,399 "," $2,495 ",0.083%,0.143%,0.120%,0.063%
AAL,4/22/21,1.090000153,3.280000687,5.75,3.280000687,,4/22/21," $2,109 "," $2,403 "," $2,405 "," $2,498 ",0.052%,0.137%,0.240%,0.131%
BIIB,4/22/21,67.35998535,16.30999756,19.39001465,10.45999146,,4/22/21," $2,176 "," $2,420 "," $2,424 "," $2,508 ",3.194%,0.679%,0.806%,0.419%
LUV,4/22/21,-9.404148102,-7.538703918,-4.23090744,-3.432800293,,4/22/21," $2,167 "," $2,412 "," $2,420 "," $2,505 ",-0.432%,-0.312%,-0.175%,-0.137%
CHRW,4/27/21,2.772392273,4.721252441,4.721252441,-2.718826294,,4/27/21," $2,170 "," $2,417 "," $2,425 "," $2,502 ",0.128%,0.196%,0.195%,-0.109%
HAS,4/27/21,5.337882996,-2.574119568,1.567314148,1.567314148,,4/27/21," $2,175 "," $2,414 "," $2,426 "," $2,504 ",0.246%,-0.107%,0.065%,0.063%
ILMN,4/27/21,99.3482666,-34.22177124,99.3482666,99.3482666,,4/27/21," $2,274 "," $2,380 "," $2,525 "," $2,603 ",4.567%,-1.418%,4.095%,3.968%
MMM,4/27/21,5.412017822,9.300186157,5.412017822,5.747634888,,4/27/21," $2,280 "," $2,389 "," $2,531 "," $2,609 ",0.238%,0.391%,0.214%,0.221%
BA,4/28/21,-3.88999939,20.1599884,-3.88999939,-28.47000122,,4/28/21," $2,276 "," $2,409 "," $2,527 "," $2,580 ",-0.171%,0.844%,-0.154%,-1.091%
SWK,4/28/21,-3.874435425,11.9092865,-3.874435425,-3.874435425,,4/28/21," $2,272 "," $2,421 "," $2,523 "," $2,576 ",-0.170%,0.494%,-0.153%,-0.150%
BAX,4/29/21,-7.160835266,-3.290596008,-3.952186584,-2.667800903,,4/29/21," $2,265 "," $2,418 "," $2,519 "," $2,574 ",-0.315%,-0.136%,-0.157%,-0.104%
CMS,4/29/21,-1.062725067,-2.902694702,-4.915740967,-2.902694702,,4/29/21," $2,264 "," $2,415 "," $2,514 "," $2,571 ",-0.047%,-0.120%,-0.195%,-0.113%
FTV,4/29/21,-5.675422668,-3.985694885,-3.985694885,-3.985694885,,4/29/21," $2,258 "," $2,411 "," $2,510 "," $2,567 ",-0.251%,-0.165%,-0.159%,-0.155%
IP,4/29/21,0.336795807,2.974720001,4.903381348,2.974720001,,4/29/21," $2,259 "," $2,414 "," $2,515 "," $2,570 ",0.015%,0.123%,0.195%,0.116%
PCG,4/29/21,-1.707018852,0.529075623,-1.577245712,-0.728727341,,4/29/21," $2,257 "," $2,415 "," $2,514 "," $2,569 ",-0.076%,0.022%,-0.063%,-0.028%
PSA,4/29/21,25.1268158,15.68238831,25.1268158,18.04566956,,4/29/21," $2,282 "," $2,430 "," $2,539 "," $2,587 ",1.113%,0.649%,1.000%,0.702%
TAP,4/29/21,-5.58322525,3.621303558,4.730613708,3.621303558,,4/29/21," $2,276 "," $2,434 "," $2,543 "," $2,591 ",-0.245%,0.149%,0.186%,0.140%
TXT,4/29/21,6.148189545,4.922489166,4.922489166,4.155208588,,4/29/21," $2,283 "," $2,439 "," $2,548 "," $2,595 ",0.270%,0.202%,0.194%,0.160%
XEL,4/29/21,-1.186214447,-3.176429749,-3.985244751,-2.122241974,,4/29/21," $2,281 "," $2,436 "," $2,544 "," $2,593 ",-0.052%,-0.130%,-0.156%,-0.082%
CHTR,4/30/21,70.59997559,19.98999023,36.95001221,19.98999023,,4/30/21," $2,352 "," $2,456 "," $2,581 "," $2,613 ",3.095%,0.821%,1.452%,0.771%
LYB,4/30/21,-2.802947998,6.746398926,8.4451828,6.746398926,,4/30/21," $2,349 "," $2,462 "," $2,590 "," $2,620 ",-0.119%,0.275%,0.327%,0.258%
EL,5/3/21,37.49191284,26.47637939,26.47637939,15.61587524,,5/3/21," $2,387 "," $2,489 "," $2,616 "," $2,635 ",1.596%,1.075%,1.022%,0.596%
BEN,5/4/21,-0.921409607,1.784826279,-0.921409607,2.287351608,,5/4/21," $2,386 "," $2,491 "," $2,615 "," $2,638 ",-0.039%,0.072%,-0.035%,0.087%
CVS,5/4/21,0.83946228,3.625389099,3.625389099,2.344230652,,5/4/21," $2,387 "," $2,494 "," $2,619 "," $2,640 ",0.035%,0.146%,0.139%,0.089%
D,5/4/21,-2.412872314,-2.953109741,-4.5936203,-2.953109741,,5/4/21," $2,384 "," $2,491 "," $2,614 "," $2,637 ",-0.101%,-0.118%,-0.175%,-0.112%
MOS,5/4/21,-2.766460419,-3.703947067,2.523326874,2.523326874,,5/4/21," $2,381 "," $2,488 "," $2,617 "," $2,639 ",-0.116%,-0.149%,0.097%,0.096%
XYL,5/4/21,11.82891083,4.31162262,9.821716309,5.759109497,,5/4/21," $2,393 "," $2,492 "," $2,627 "," $2,645 ",0.497%,0.173%,0.375%,0.218%
DVN,5/5/21,0.29091835,4.061471939,1.601705551,1.601705551,,5/5/21," $2,394 "," $2,496 "," $2,628 "," $2,647 ",0.012%,0.163%,0.061%,0.061%
PNW,5/5/21,-3.70375824,3.147216797,-4.818733215,2.834243774,,5/5/21," $2,390 "," $2,499 "," $2,623 "," $2,650 ",-0.155%,0.126%,-0.183%,0.107%
BDX,5/6/21,2.899795532,7.915939331,11.21333313,5.417663574,,5/6/21," $2,393 "," $2,507 "," $2,635 "," $2,655 ",0.121%,0.317%,0.427%,0.204%
EVRG,5/6/21,3.447509766,3.447509766,3.447509766,2.783348083,,5/6/21," $2,396 "," $2,511 "," $2,638 "," $2,658 ",0.144%,0.138%,0.131%,0.105%
FIS,5/6/21,-19.48447418,-8.791809082,-11.39076233,-6.489089966,,5/6/21," $2,377 "," $2,502 "," $2,627 "," $2,651 ",-0.813%,-0.350%,-0.432%,-0.244%
K,5/6/21,-3.721565247,-2.812713623,-2.812713623,-1.242778778,,5/6/21," $2,373 "," $2,499 "," $2,624 "," $2,650 ",-0.157%,-0.112%,-0.107%,-0.047%
MNST,5/6/21,-1.534999847,-1.884998322,-2.774997711,-1.884998322,,5/6/21," $2,371 "," $2,497 "," $2,621 "," $2,648 ",-0.065%,-0.075%,-0.106%,-0.071%
NCLH,5/6/21,-2.920000076,3.310001373,3.880001068,2.239999771,,5/6/21," $2,368 "," $2,500 "," $2,625 "," $2,650 ",-0.123%,0.133%,0.148%,0.085%
PARA,5/6/21,3.32195282,3.32195282,3.32195282,3.32195282,,5/6/21," $2,372 "," $2,504 "," $2,628 "," $2,654 ",0.140%,0.133%,0.127%,0.125%
PPL,5/6/21,0.386756897,0.805458069,0.386756897,0.561958313,,5/6/21," $2,372 "," $2,505 "," $2,629 "," $2,654 ",0.016%,0.032%,0.015%,0.021%
XRAY,5/6/21,-7.195484161,-5.129878998,-4.019104004,1.651573181,,5/6/21," $2,365 "," $2,499 "," $2,625 "," $2,656 ",-0.303%,-0.205%,-0.153%,0.062%
VTR,5/7/21,3.534805298,3.129722595,3.129722595,-2.296310425,,5/7/21," $2,369 "," $2,503 "," $2,628 "," $2,654 ",0.149%,0.125%,0.119%,-0.086%
VTRS,5/10/21,0.146518707,0.146518707,0.146518707,0.146518707,,5/10/21," $2,369 "," $2,503 "," $2,628 "," $2,654 ",0.006%,0.006%,0.006%,0.006%
VFC,5/21/21,3.034393311,4.739601135,2.072280884,1.738609314,,5/21/21," $2,372 "," $2,507 "," $2,630 "," $2,656 ",0.128%,0.189%,0.079%,0.066%
CPB,6/9/21,-2.685367584,-1.459369659,-1.068874359,-0.760101318,,6/9/21," $2,369 "," $2,506 "," $2,629 "," $2,655 ",-0.113%,-0.058%,-0.041%,-0.029%
